No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,Nenhum modelo de endereço padrão encontrado. Crie um novo em Configuração&gt; Impressão e identidade visual&gt; Modelo de endereço.,
No documents found tagged with {0},Nenhum documento encontrado marcado com {0},
No email account associated with the User. Please add an account under User > Email Inbox.,Nenhuma conta de email associada ao usuário. Adicione uma conta em Usuário&gt; Caixa de entrada de email.,
No failed logs,Nenhum registro com falha,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".",Nenhum campo encontrado que possa ser usado como uma coluna Kanban. Use o formulário Personalizar para adicionar um campo personalizado do tipo &quot;Selecionar&quot;.,
No file attached,Nenhum arquivo anexado,
No filters found,Nenhum filtro encontrado,
No further records,Não há mais registros,
No matching records. Search something new,Não há registros correspondentes. Procure algo novo,
No more items to display,Não há mais itens para exibir,
"No need for symbols, digits, or uppercase letters.","Não há necessidade de símbolos, dígitos ou letras maiúsculas.",
No new Google Contacts synced.,Nenhum novo Google Contacts sincronizado.,
No of Columns,Nenhuma das Colunas,
No of Rows (Max 500),Número de linhas (max 500),
No permission for {0},Sem permissão para {0},
No permission to '{0}' {1},Sem permissão para '{0} ' {1},
No permission to read {0},Sem permissão para ler {0},
No permission to {0} {1} {2},Sem permissão para {0} {1} {2},
No records deleted,Nenhum registro foi excluído,
No records present in {0},Nenhum registro presente em {0},
No records tagged.,Não há registros marcados.,
No records will be exported,Nenhum registro será exportado,
No template found at path: {0},Nenhum modelo encontrado no caminho: {0},
No values to show,Nenhum valor para mostrar,
No {0} Found,Nenhum {0} encontrado,
No {0} found,Nenhum(a) {0} encontrado(a),
No {0} found with matching filters. Clear filters to see all {0}.,Nenhum(a) {0} encontrado(a) com filtros correspondentes. Limpe os filtros para ver todos os(as) {0}.,
No {0} mail,Nenhum {0},
No.,N.,Title of the 'row number' column
Non Negative,Não Negativo,
Non-Conforming,Não conforme,
None,Nenhum,
None: End of Workflow,Nenhum: Fim do fluxo de trabalho,
Not Allowed,Não Desejados,
Not Allowed: Disabled User,Não permitido: Usuário desativado,
Not Ancestors Of,Não antepassados de,
Not Descendants Of,Não Descendentes De,
Not Equals,Diferente,
Not Found,Não Encontrado,
Not In,Não Presente,
Not Like,Não Parecido,
Not Linked to any record,Não vinculado a nenhum registro,
Not Permitted,Não Permitido,
Not Published,Não Publicado,
Not Saved,Não Salvo,
Not Seen,Não Visto,
Not Sent,Não Enviado,
Not Set,Não Selecionado,Field value is not set
Not a valid Comma Separated Value (CSV File),Não é um valor CSV válido (arquivo CSV),
Not a valid User Image.,Não é uma imagem de usuário válida.,
Not a valid Workflow Action,Não é uma ação válida do fluxo de trabalho,
Not a valid user,Não é um usuário válido,
Not active,Inativo,
Not allowed for {0}: {1},Não permitido para {0}: {1},
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings","Não tem permissão para anexar documento {0}, ative Permitir impressão para {0} nas configurações de impressão",
Not allowed to print cancelled documents,Não permitido para imprimir documentos cancelados,
Not allowed to print draft documents,Não permitido para imprimir documentos de rascunho,
Not found,Não encontrado,
Not in Developer Mode,Você não está no modo de desenvolvedor,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,Você não está no modo de desenvolvedor! Configure em site_config.json ou faça um DocType 'Personalizado'.,
Not permitted,Sem permissão,
Not permitted to view {0},Não tem permissão para ver {0},
Note,Nota,
Note Seen By,Nota Vista por,
Note:,Nota:,
Note: By default emails for failed backups are sent.,"Nota: Por padrão, os e-mails para backups com falha são enviados.",
Note: Changing the Page Name will break previous URL to this page.,Nota: Alterar o Nome da Página irá interromper o URL anterior para esta página.,
"Note: For best results,  images must be of the same size and width must be greater than height.","Nota: Para obter melhores resultados, as imagens devem ter o mesmo tamanho e a largura deve ser maior que a altura.",
Note: Multiple sessions will be allowed in case of mobile device,Observação: Serão permitidas múltiplas sessões no caso de dispositivo móvel,
Notes:,Notas:,
Nothing to show,Nada para mostrar,
Nothing to update,Nada para atualizar,
Notification,Notificação,
Notification Log,Registro de Notificação,
Notification Recipient,Destinatário da Notificação,
Notification Settings,Configurações de notificação,
Notification Subscribed Document,Documento assinado de notificação,
Notification sent to,Notificação enviada para,
Notifications,Notificações,
Notifications Disabled,Notificações desativadas,
Notifications and bulk mails will be sent from this outgoing server.,Notificações e emails em massa serão enviados por este servidor de saída.,
Notify Users On Every Login,Notificar usuários em cada login,
Notify by Email,Notificar por email,
Notify by email,Notificar por Email,
Notify if unreplied,Informar se não for respondido,
Notify if unreplied for (in mins),Informar se não for respondido em (minutos),
Notify users with a popup when they log in,Notificar os usuários com um pop-up quando eles entram,
Now,Agora,
Number,Número,
Number Card,Cartão de Número,
Number Card Link,Número do link do cartão,
Number Card Name,Nome do card numérico,
Number Cards,Cartões numéricos,
Number Format,Formato de número,
Number of Backups,Número de Backups,
Number of DB Backups,Número de backups de banco de dados,
Number of DB backups cannot be less than 1,Número de backups de banco de dados não pode ser menor que 1,
Number of Groups,Número de Grupos,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),O número de colunas para um campo numa Grelha (O Total de Colunas em um grid deve ser inferior a 11),
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),Número de colunas para um campo em uma lista ou de um Grid (Total de colunas deve ser inferior a 11),
OAuth Authorization Code,Código de Autorização OAuth,
OAuth Bearer Token,OAuth Bearer Token,
OAuth Client,Cliente OAuth,
OAuth Client ID,ID do cliente OAuth,
OAuth Provider Settings,Configurações do Provedor OAuth,
OK,OK,
OTP App,Aplicação OTP,
OTP Issuer Name,Nome da Emissora OTP,
OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret foi reiniciado. O novo registro será requerido no próximo login.,
OTP setup using OTP App was not completed. Please contact Administrator.,A configuração do OTP usando o aplicativo OTP não foi concluída. Entre em contato com o administrador.,
Off,Desligado,
Office,Escritório,
Office 365,Office 365,
Old Password,Senha Antiga,
Older backups will be automatically deleted,Os backups mais antigos serão apagados automaticamente,
On Hold,On Hold,
"On {0}, {1} wrote:","Em {0}, {1} escreveu:",
Onboarding Permission,Permissão de integração,
Onboarding Step,Etapa de integração,
Onboarding Step Map,Mapa de etapas de integração,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.","Depois de enviados, os documentos enviados não podem ser alterados. Eles só podem ser cancelados e alterados.",
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Depois de ter definido isso, os usuários só poderão ser acessar documentos capazes (ex. Blog Post) onde existe a ligação (por exemplo, Blogger ) .",
One Last Step,Um Último Passo,
One Time Password (OTP) Registration Code from {},Código de registro de senha de uma vez (OTP) de {},
One of,Um dos,
Only 200 inserts allowed in one request,São permitidas somente 200 inserções por solicitação,
Only Administrator can delete Email Queue,Somente o administrador pode deletar a fila de emails,
Only Administrator can edit,Somente o Administrador pode editar,
Only Administrator can save a standard report. Please rename and save.,"Somente o Administrador pode salvar um relatório padrão. Por favor, renomear e salvar.",
Only Administrator is allowed to use Recorder,Apenas o administrador tem permissão para usar o gravador,
Only Allow Edit For,Somente permite edição para,
Only Options allowed for Data field are:,Apenas as opções permitidas para o campo de dados são:,
Only Send Records Updated in Last X Hours,Somente Enviar Registros Atualizados em Últimas X Horas,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,"Somente os campos obrigatórios são necessários para novos registros. Você pode excluir colunas não-obrigatórias, se desejar.",
Only one {0} can be set as primary.,Somente um {0} pode ser definido como primário.,
Only standard DocTypes are allowed to be customized from Customize Form.,Somente DocTypes padrão podem ser personalizados no Custom Form.,
Only users involved in the document are listed,Somente usuários envolvidos no documento são listados,
Open,Abrir,
Open Awesomebar,Open Awesomebar,
Open Document,Documento Aberto,
Open Documents,Documentos abertos,
Open Help,Abra a Ajuda,
Open Link,Abrir Link,
Open Reference Document,Documento de Referência Aberto,
Open Settings,Abrir configurações,
Open Source Applications for the Web,Aplicativos Open Source para a Web,
Open Translation,Open Translation,
Open URL in a New Tab,Abrir URL em uma nova guia,
Open a dialog with mandatory fields to create a new record quickly,Abra uma caixa de diálogo com campos obrigatórios para criar um novo registro rapidamente,
Open a module or tool,Abra um módulo ou ferramenta,
Open list item,Abrir item da lista,Description of a list view shortcut
Open your authentication app on your mobile phone.,Abra seu aplicativo de autenticação em seu telefone celular.,
Open {0},Abrir {0},
Opened,Inaugurado,
Operacional,Operacional,
Operation,Operação,
Operator must be one of {0},O operador deve ser um dos {0},
Option 1,Opção 1,
Option 2,Opção 2,
Option 3,Opção 3,
Option {0} for field {1} is not a child table,A opção {0} para o campo {1} não é uma tabela filha,
Optional: Always send to these ids. Each Email Address on a new row,Opcional: Sempre enviar para estes ids. Cada endereço de email em uma nova linha,
Optional: The alert will be sent if this expression is true,Opcional: O alerta será enviado se essa expressão é verdadeira,
Options,Opções,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',"Opções 'Dynamic Link' tipo de campo deve apontar para um outro campo Ligação com opções como ""TipoDoc '",
Options Help,Ajuda sobre Opções,
Options for select. Each option on a new line.,Opções para selecionar. Cada opção em uma nova linha.,
Options for {0} must be set before setting the default value.,As opções para {0} devem ser definidas antes de definir o valor padrão.,
Options not set for link field {0},Opções não definida para o campo link {0},
Order,Pedido,
Org History,História da Organização,
Org History Heading,Cabeçalho da História da Organização,
Orientation,Orientação,
Original Value,Valor Original,
Other,Outro,
Outgoing email account not correct,Conta de e-mail de saída não correto,
Outlook.com,Outlook.com,
Output,Saída,
Overview,Visão geral,
Owner,Proprietário,
PDF,PDF,
PDF Page Size,Tamanho da página PDF,
PDF Settings,Configurações do PDF,
PDF generation failed,Geração de PDF falhou,
PDF generation failed because of broken image links,Geração de PDF falhou por causa de links de imagens quebradas,
Page,Página,
Page Builder,Construtor de Página,
Page Building Blocks,Blocos de construção de página,
Page HTML,Página HTML,
Page Name,Nome da Página,
Page Settings,Configurações da página,
Page Shortcuts,Atalhos de página,
Page has expired!,A página expirou!,
Page not found,Página não encontrada,
Page {0} of {1},Página {0} de {1},
Parameter,Parâmetro,
Parent,Principal,
Parent Field (Tree),Campo pai (árvore),
Parent Field must be a valid fieldname,O campo pai deve ser um nome de campo válido,
Parent Label,Etiqueta Pai,
Parent Table,Tabela Pai,
Parent is the name of the document to which the data will get added to.,Pai é o nome do documento ao qual os dados serão adicionados.,
Partial Success,Sucesso parcial,
Participants,Participantes,
Passive,Passivo,
Password,Senha,
Password Email Sent,Email de Senha Enviado,
Password Reset,Redefinição de Senha,
Password Reset Link Generation Limit,Limite de geração de link de redefinição de senha,
Password changed successfully.,Senha alterada com sucesso.,
Password for Base DN,Senha para DN de base,
Password is required or select Awaiting Password,Senha é necessária ou selecione Aguardando senha,
Password reset instructions have been sent to your email,Instruções de redefinição de senha foram enviadas para seu email,
Passwords do not match,Passwords do not match,
Passwords do not match!,As senhas não coincidem!,
Paste,Colar,
Patch,Remendo,
Patch Log,Log de Patches,
Path,Caminho,
Path to CA Certs File,Caminho para o arquivo CA Certs,
Path to Server Certificate,Caminho para o certificado do servidor,
Path to private Key File,Caminho para o arquivo de chaves privado,
Pending,Pendente,
Pending Approval,Aprovação pendente,
Pending Verification,verificação pendente,
Percent,Por cento,
Percentage,Percentagem,
Period,Período,
Perm Level,Nível Permanente,
Permanent,Permanente,
Permanently Cancel {0}?,Cancelar Permanentemente {0} ?,
Permanently Submit {0}?,Confirmar Permanentemente {0} ?,
Permanently delete {0}?,Excluir Permanentemente {0} ?,
Permission Error,Erro de permissão,
Permission Level,Nível de Permissão,
Permission Levels,Níveis de Permissão,
Permission Rules,Regras de Permissão,
Permissions,Permissões,
Permissions are automatically applied to Standard Reports and searches.,As permissões são aplicadas automaticamente a relatórios e pesquisas padrão.,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","As permissões são definidas em Funções e Tipos de Documentos (chamados Doctypes) , definindo direitos como Ler, Escrever, Criar, Deletar, Enviar, Cancelar, Corrigir, Reportar, Importar, Exportar, Imprimir, Email e Definir Permissões de Usuário.",
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,As permissões de níveis superiores são permissões de Nível de Campo. Todos os Campos têm um conjunto de Nível de Permissão e as regras definidas nessas permissões aplicam-se ao campo. Isto é útil caso queira ocultar ou fazer com que determinado campo seja só de leitura para certas Funções.,
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","As permissões para o nível 0 são permissões em nível de documento, ou seja, eles são primários para o acesso ao documento.",
Permissions get applied on Users based on what Roles they are assigned.,As permissões são aplicadas em usuários com base nas funções que lhe são atribuídas.,
Permitted Documents For User,Documentos Permitidos para Usuário,
Personal,Pessoal,
Personal Data Deletion Request,Solicitação de Exclusão de Dados Pessoais,
Personal Data Download Request,Solicitação de download de dados pessoais,
Phone,Telefone,
Phone No.,Nº de Telefone.,
Pick Columns,Escolher Colunas,
Pie,Torta,
Pincode,Pincode,
Places,Lugares,
Plant,Fábrica,
Please Duplicate this Website Theme to customize.,Por favor Duplicar este site Tema para personalizar.,
Please Install the ldap3 library via pip to use ldap functionality.,"Por favor, instale a biblioteca ldap3 via pip para usar a funcionalidade ldap.",
Please Set Chart,Defina o gráfico,
Please Update SMS Settings,Atualize Configurações SMS,
Please add a subject to your email,"Por favor, adicione um assunto ao seu email",
Please add a valid comment.,"Por favor, adicione um comentário válido.",
Please ask your administrator to verify your sign-up,"Por favor, pergunte ao seu administrador para verificar a sua inscrição",
Please attach a file first.,"Por favor, anexar um arquivo primeiro",
Please check the filter values set for Dashboard Chart: {},Verifique os valores de filtro definidos para o gráfico do dashboard: {},
"Please check the value of ""Fetch From"" set for field {0}",Verifique o valor de &quot;Buscar de&quot; definido para o campo {0},
Please check your email for verification,"Por favor, verifique seu e-mail para verificação",
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,"Verifique seu endereço de e-mail registrado para obter instruções sobre como proceder. Não feche esta janela, pois você terá que retornar a ela.",
Please click on the following link to set your new password,"Por favor, clique no link a seguir para definir a sua nova senha",
Please close this window,"Por favor, feche esta janela",
Please confirm your action to {0} this document.,"Por favor, confirme sua ação para {0} este documento.",
Please create Card first,"Por favor, crie o cartão primeiro",
Please create chart first,Crie primeiro o gráfico,
Please do not change the template headings.,"Por favor, não alterar as posições do modelo.",
Please duplicate this to make changes,"Por favor, duplicar este para fazer mudanças",
Please enable pop-ups,Por favor habilite os pop-ups,
Please enable pop-ups in your browser,Por favor habilite pop-ups em seu navegador,
Please ensure that your profile has an email address,Verifique se o seu perfil tem um endereço de email,
Please enter Access Token URL,Digite o URL do token de acesso,
Please enter Authorize URL,Digite Autorizar URL,
Please enter Base URL,Digite o URL da Base,
Please enter Client ID before social login is enabled,Digite o ID do cliente antes que o login social seja ativado,
Please enter Client Secret before social login is enabled,Digite Client Secret antes do login social estar habilitado,
Please enter Redirect URL,Digite o URL de redirecionamento,
Please enter the password,Por favor digite a senha,
Please enter valid mobile nos,"Por favor, indique números de celular válidos",
Please find attached {0}: {1},"Por favor, encontre em anexo {0}: {1}",
Please hide the standard navbar items instead of deleting them,Oculte os itens padrão da barra de navegação em vez de excluí-los,
Please make sure the Reference Communication Docs are not circularly linked.,Certifique-se de que os Documentos de Comunicação de Referência não estejam vinculados circularmente.,
Please refresh to get the latest document.,Por favor de atualização para obter os últimos documentos.,
Please save before attaching.,"Por favor, salve antes de anexar.",
Please save the Newsletter before sending,"Por favor, salve a Newsletter antes de enviar",
Please save the document before assignment,"Por favor, salve o documento antes da atribuição",
Please save the document before removing assignment,"Por favor, salve o documento antes de remover a atribuição",
Please save the report first,"Por favor, salve o primeiro relatório",
Please save to edit the template.,Salve para editar o modelo.,
Please select Company,"Por favor, selecione a Empresa",
Please select DocType first,"Por favor, selecione DocType primeiro",
Please select Entity Type first,"Por favor, selecione Tipo de Entidade primeiro",
Please select Minimum Password Score,Selecione Mínimo de Marcação de Senha,
Please select a file or url,"Por favor, selecione um arquivo ou url",
Please select a valid csv file with data,"Por favor, selecione um arquivo csv com dados válidos",
Please select a valid date filter,Selecione um filtro de data válido,
Please select applicable Doctypes,Por favor selecione Doctypes aplicáveis,
Please select atleast 1 column from {0} to sort/group,"Por favor, selecione pelo menos coluna 1 a partir de {0} para classificar / grupo",
Please select prefix first,Por favor selecione o prefixo primeiro,
Please select the Document Type.,Selecione o Tipo de documento.,
Please select {0},"Por favor, selecione {0}",
Please set Email Address,Por Favor Defina o Endereço de Email,
Please set a printer mapping for this print format in the Printer Settings,"Por favor, defina um mapeamento de impressora para este formato de impressão nas configurações da impressora.",
Please set filters,"Por favor, defina filtros",
Please set filters value in Report Filter table.,"Por favor, definir o valor de filtros na tabela Filtro de Relatório.",
Please set the following documents in this Dashboard as standard first.,Defina os seguintes documentos neste Dashboard como padrão primeiro.,
Please set the series to be used.,Por favor defina a série a ser usada.,
"Please setup SMS before setting it as an authentication method, via SMS Settings","Configure o SMS antes de configurá-lo como um método de autenticação, por meio de Configurações de SMS",
Please setup a message first,"Por favor, configure uma mensagem primeiro",
Please specify,"Por favor, especifique",
Please specify which date field must be checked,Por favor especificar qual campo de data deve ser verificado,
Please specify which value field must be checked,Por favor especificar qual campo deve ser verificado,
Please try again,"Por favor, tente novamente",
Please verify your Email Address,"Por favor, verifique seu endereço de email",
Point Allocation Periodicity,Periodicidade de alocação de pontos,
Points,Pontos,
Points Given,Pontos dados,
Port,Porta,
Portal Menu,Portal menu,
Portal Menu Item,Portal item de menu,
Portal Settings,Configurações do Portal,
Portrait,Retrato,
Position,Posição,
Post,Post,
Postal,Postal,
Postal Code,CEP,
Posts by {0},Posts de {0},
Posts filed under {0},Posts arquivados em {0},
Precision,Precisão,
Precision should be between 1 and 6,Precisão deve estar entre 1 e 6,
Predictable substitutions like '@' instead of 'a' don't help very much.,"As substituições previsíveis, como '@' em vez de 'a' não ajudam muito.",
Prefer not to say,Prefiro não dizer,
Preferred Billing Address,Endereço preferido de faturamento,
Preferred Shipping Address,Endereço preferido para entrega,
Prefix,Prefixo,
Prepared Report,Relatório preparado,
Prepared Report User,Usuário de relatório preparado,
Preparing Report,Preparando Relatório,
Press Alt Key to trigger additional shortcuts in Menu and Sidebar,Pressione a tecla Alt para acionar atalhos adicionais no menu e na barra lateral,
Press Enter to save,Pressione Enter para salvar,
Preview,Pré-visualização,
Preview HTML,Pré-visualização de HTML,
Preview Message,Visualizar mensagem,
Previous,Anterior,
Previous Hash,Hash anterior,
Primary,Primário,
Primary Color,Cor primária,
Print,Impressão,
Print Documents,Imprimir documentos,
Print Format,Formato de Impressão,
Print Format Builder,Criar/Editar Formato de Impressão,
Print Format Help,Ajuda sobre Formatos de Impressão,
Print Format Type,Tipo do Formato de Impressão,
Print Format {0} is disabled,Formato de Impressão {0} está desativado,
Print Heading,Cabeçalho de Impressão,
Print Hide,Ocultar Impressão,
Print Hide If No Value,Ocultar Impressão se não Preenchido,
Print Sent to the printer!,Imprimir Enviado para a impressora!,
Print Server,Servidor de impressão,
Print Settings,Configurações de Impressão,
Print Style,Estilo de Impressão,
Print Style Name,Nome do estilo de impressão,
Print Style Preview,Estilo de visualização de impressão,
Print Width,Largura de impressão,
"Print Width of the field, if the field is a column in a table","Largura de impressão do campo, se o campo é uma coluna na tabela",
Print with letterhead,Imprimir com o timbre,
Printer,Impressora,
Printer Mapping,Mapeamento de Impressora,
Printer Name,Nome da impressora,
Printer Settings,Configurações da Impressora,
Printing,Impressão,
Printing failed,Impressão falhou,
Priority,Prioridade,
Private,Privado,
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,Protip: Adicionar <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> para enviar referência do documento,
Proceed Anyway,Continue mesmo assim,
Processing,Em processamento,
Processing...,Em processamento...,
Prof,Prof,
Progress,Progresso,
Project,Projeto,
Property,Propriedade,
Property Depends On,Propriedade depende,
Property Setter,Configurador de Propriedades,
Property Setter overrides a standard DocType or Field property,O configurador de propriedades substitui o DocType padrão ou propriedade de campo,
Property Type,Tipo de propriedade,
Provider,Fornecedor,
Provider Name,Nome do provedor,
Public,Público,
Publish,Publicar,
Published,Publicado,
Published On,Publicado no,
Published on,Publicado Em,
Pull from Google Calendar,Puxe do Google Agenda,
Pull from Google Contacts,Pull dos Contatos do Google,
Pulled from Google Calendar,Extraído do Google Agenda,
Pulled from Google Contacts,Extraído dos Contatos do Google,
Purchase Manager,Gerente de Compras,
Purchase Master Manager,Gerente de Cadastros de Compras,
Purchase User,Usuário de Compras,
Push to Google Calendar,Enviar para o Google Agenda,
Push to Google Contacts,Enviar para os Contatos do Google,
QR Code,QR Code,
QR Code for Login Verification,Código QR para verificação de login,
QZ Tray Connection Active!,Conexão da Bandeja QZ Ativo!,
QZ Tray Failed: ,QZ Tray Failed:,
Quarter Day,1/4 do Dia,
Quarterly,Trimestralmente,
Query,Consulta,
Query / Script,Consulta / Script,
Query Options,Opções de Consulta,
Query Report,Relatório da Consulta,
Queue should be one of {0},A fila deve ser uma de {0},
Queued,Em Fila,
Queued for backup. It may take a few minutes to an hour.,Na fila para backup em até uma hora.,
Queued for backup. You will receive an email with the download link,Em fila para backup. Você receberá um e-mail com o link de download,
Quick Entry,Entrada Rápida,
Quick Help for Setting Permissions,Ajuda rápida para Configurar Permissões,
Quick List Filter,Filtro de lista rápida,
Quick Lists,Lista Rápida,
RAW Information Log,Registro de informações RAW,
Range,Faixa,
Rating,Avaliação,
Raw Commands,Comandos brutos,
Raw Email,Email Puro,
Raw Printing,Impressão Raw,
Re: {0},Re: {0},
Read,Ler,
Read Only,Somente Leitura,
Read Only Depends On,Somente leitura depende,
Read Time,Tempo de leitura,
Read by Recipient,Lido por destinatário,
Read by Recipient On,Lido por destinatário ativado,
Reason,Motivo,
Rebuild,Reconstruir,
Received,Recebido,
Receiver By Document Field,Receptor por campo de documento,
Receiver By Role,Receptor por função,
Receiver Parameter,Parâmetro do recebedor,
Recent Activity,Atividade recente,
Recent years are easy to guess.,Os anos recentes são fáceis de adivinhar.,
Recipient,Destinatário,
Recipient Unsubscribed,Destinatário com inscrição cancelada,
Recipients,Destinatários,
Recorder,Gravador,
Records for following doctypes will be filtered,Registros para seguir doctypes serão filtrados,
Red,Vermelho,
Redirect URI Bound To Auth Code,URI de redirecionamento Bound To Código Auth,
Redirect URIs,redirecionar URIs,
Redirect URL,Redirecionar URL,
Redirect to the selected app after login,Redirecionar para o aplicativo selecionado após o login,
Redis cache server not running. Please contact Administrator / Tech support,Servidor de cache Redis não está funcionando. Entre em contato com o Administrador de apoio / Tecnologia,
Redo,Refazer,
Ref DocType,DocType de Ref.,
Reference,Referência,
Reference Date,Data de Referência,
Reference DocName,Nome do Documento de Referência,
Reference DocType,DocType de Referência,
Reference DocType and Reference Name are required,Referência DocType e nome de referência são necessários,
Reference Docname,Nome do Documento de Referência,
Reference Doctype,DocType de Referência,
Reference Document,Documento de referência,
Reference Document Type,Referência Tipo de Documento,
Reference Name,Nome de Referência,
Reference Owner,Proprietário de Referência,
Reference Report,Relatório de referência,
Reference Type,Tipo de Referência,
Reference document has been cancelled,O documento de referência foi cancelado,
Reference name,Nome de Referência,
Reference: {0} {1},Referência: {0} {1},
Referrer,Referrer,
Refresh,Atualizar,
Refresh All,Atualize tudo,
Refresh Google Sheet,Atualizar planilha do Google,
Refresh Token,Token de Atualização,
Refreshing,Refrescante,Document count in list view
Refreshing...,Atualizando...,
Register,CNPJ,
Registered but disabled,Registrado mas desativado,
Rejected,Rejeitado,
Relink,Religar,
Relink Communication,Religar Comunicação,
Relinked,Religado,
Reload,Recarregar,
Reload File,Recarregar arquivo,
Reload Report,Atualizar Relatório,
Remember Last Selected Value,Lembrar última seleção,
Remind Me,Lembre-me,
Remove,Remover,
Remove Field,Remover Campo,
Remove Filter,Remover Filtro,
Remove Section,Remover Seção,
Remove all customizations?,Remover todas as personalizações?,
Remove column,Remover column,
Remove section,Remover section,
Remove tab,Remover tab,
Rename,Renomear,
Rename {0},Mudar o nome {0},
"Renamed files and replaced code in controllers, please check!","Renomeado arquivos e substituído o código em controladores, por favor, verifique!",
Reopen,Reabrir,
Repeat,Repetir,
Repeat On,Repetir em,
Repeat Till,Repita até que,
Repeat on Day,Repetir no dia,
Repeat on Last Day of the Month,Repetir no último dia do mês,
Repeat this Event,Repita este evento,
"Repeats like ""aaa"" are easy to guess","Repetições como ""aaa"" são fáceis de adivinhar",
"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""","Repetições como ""abcabcabc"" são somente um pouco mais difícil de adivinhar que ""abc""",
Repeats {0},Repete {0},
Replied,Respondido,
Reply,Responder,
Reply All,Responder a todos,
Report,Relatório,
Report Builder,Criador de Relatório,
Report Column,Coluna de Relatório,
Report Description,Descrição do relatório,
Report Document Error,Reportar erro de documento,
Report Filter,Filtro de Relatório,
Report Filters,Filtros de relatório,
Report Hide,Ocultar Relatório,
Report Information,Informações do Relatório,
Report Manager,Gestor de Relatórios,
Report Name,Nome do Relatório,
Report Reference Doctype,Report Reference Doctype,
Report Type,Tipo de Relatório,
Report View,Ver Relatório,
Report cannot be set for Single types,Relatório não pode ser ajustada para os modelos únicos,
"Report has no data, please modify the filters or change the Report Name",O relatório não possui dados. Modifique os filtros ou altere o Nome do relatório.,
"Report has no numeric fields, please change the Report Name","O relatório não tem campos numéricos, altere o nome do relatório",
Report updated successfully,Relatório atualizado com sucesso,
Report was not saved (there were errors),O Relatório não foi salvo (houve erros),
Report with more than 10 columns looks better in Landscape mode.,Relatório com mais de 10 colunas parece melhor no modo Paisagem.,
Report {0},Relatório {0},
Report {0} is disabled,Relatório {0} está desativado,
Report:,Relatório:,
Reports,Relatórios,
Reports & Masters,Relatórios e Cadastros,
Reports already in Queue,Relatórios já na fila,
Represents a User in the system.,Representa um usuário no sistema.,
Represents the states allowed in one document and role assigned to change the state.,Representa os estados permitidos em um documento e função atribuído para alterar o estado.,
Request Data,Solicitar Dados,
Request Structure,Estrutura da solicitação,
Request Timed Out,Solicitação expirada,
Request URL,URL do pedido,
Require Trusted Certificate,Exigir certificado confiável,
Res: {0},Res: {0},
Reset,Redefinir,
Reset Changes,Redefinir Changes,
Reset Chart,Reiniciar gráfico,
Reset Fields,Limpar campos,
Reset LDAP Password,Redefinir senha LDAP,
Reset OTP Secret,Redefinir OTP Secret,
Reset Password,Redefinir Senha,
Reset Password Key,Redefinição de senha chave,
Reset Permissions for {0}?,Repor permissões para {0} ?,
Reset to default,Redefinir,
Reset to defaults,Restaurar Padrões,
Reset your password,Redefinir sua senha,
Response,Resposta,
Response Type,Tipo de resposta,
Restore,Restaurar,
Restore Original Permissions,Restaurar permissões originais,
Restore to default settings?,Restaurar as configurações padrão?,
Restored,Restaurado,
Restoring Deleted Document,Restaurando Documento Excluído,
Restrict IP,Restringir IP,
Restrict To Domain,Restringir ao domínio,
Restrict to Domain,Restringir ao domínio,
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Restringir usuário a partir deste endereço IP. Vários endereços IP podem ser adicionados ao separar com vírgulas. São aceitos também endereços IP parciais como (111.111.111),
Restrictions,Restrições,Title of message showing restrictions in list view
Resume Sending,Retomar Envio,
Retry,Repetir,
Return to the Verification screen and enter the code displayed by your authentication app,Retorne à tela de Verificação e insira o código exibido pelo seu aplicativo de autenticação,
Reverse Icon Color,Inverta Ícone Cor,
Revert,Reverter,
Revert Of,Reverter,
Reverted,Revertido,
